customer_text_clean,spotify_text_clean,intent
Tried my son's phone w/ Sony headphones. Worked like a charm!,"Cool. Just to check, what device and OS is your son using? Also, do you have similar Bluetooth issues with any other apps on your phone? /LM",App / Device Issue
I hate when a suggested song that's nothing related to what I'm listening to plays,1: Hey! Suggested Tracks is part of our Free service on mobile. More info here: To reduce...,General / Other Support
The Zip/Postal Code link on the Your account support page links to the wrong page.,"Hey Hugo, thanks for the heads up! You can check and edit your account details here: Let us know how it goes /KL",General / Other Support
By the way you are DV? I’m DV ✌🏼,Thanks! There's info about various audio settings for Spotify at Hope this helps /AR,General / Other Support
can you add JLo's song Amor Amor Amor to this playlist,"1: Hi! Thanks for the feedback. Our Curation team are independent & use taste, data, research, and trends to create playlists, but...",Feature Request / Product Feedback
"Now it's says ""this song is not available"" on 90% of his songs...","Got it. Could you let us know what device and operating system you're using? Also, is the same issue happening on a different device? /RK",Music / Content Availability
Works when I first update the software,"Hmm. Don't worry, we're on it. Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon /NS",App / Device Issue
bring back the touch preview feature tf u doing,Hey! We have more info about this here: Give us a shout if you have any questions /NQ,Feature Request / Product Feedback
"Hey um so I upated my payment for premium but my subscription is still free, pls help and fix",Hi Alex! Can you send us a DM with your account's email address? We'll check behind the scenes /NJ,Premium / Billing / Subscription
Robbie Williams' album Take The Crown suddenly not available on :( Why?,Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA,Music / Content Availability
"still student, no email to advise full charge, reactivated student acc but can I be refunded the £5? HALP!",Hi Kirsty! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /HC,Premium / Billing / Subscription
"Hi, I really want this song. Could you please add this song? thank you.",Hey there. We’ll have it available to you as soon as it's available to us! /BH,Feature Request / Product Feedback
Thank you so much I'll be waiting for it mean while I listen to hefner by,"Cool! If there's anything else, just... /KM",General / Other Support
"Hi, can you please ask the developers to offer a way to disable device linking? I never want to play music on one computer from another and when it tries to it's really annoying.","Hey Richard! It's not possible to turn off Spotify Connect at the moment, but we'll pass on the suggestion to the relevant team /TM",App / Device Issue
"Dear , please add “Secrets” By Gil Scott-Heron.",Hey! We’ll have it available to you as soon as it’s available to us! We have some more info here: /BD,Feature Request / Product Feedback
Just seems silly that a service I pay money for limits how many songs I cache on my phone 😐,Hey Justin! We currently have a limit for the number of tracks you can save for offline use. More info here: /TB,App / Device Issue
"Hey, I'm having trouble using the desktop app. I've tried reinstalling & it's still not working. Help!",Hey Farah! What's happening exactly? Can you tell us what operating system and version of Spotify you're using? We'll help out /SY,App / Device Issue
"Hey! I'm trying to add a family member to my account, but it's giving me an error: ""600 - Oops something went wrong."" Can you help?",Hey! Help's here. Can you DM us your account's email address? We'll also need the same for your family member's account /JL,General / Other Support
"Hi I just made my account, I had specified my username, tough after the creation of my account, I got some generated username.",Hey Michael! We've just sent a DM your way. Let's carry on chatting there /CP,Account / Login
Please help! Spotify has stopped working with my car and my Bluetooth headphones. I can't skip tracks or pause them without using my phone.,"Hey Georgina! We'll help out, don't worry. Can you let us know the makes and models of both your car and the Bluetooth headphones? We'll check on this /GN",App / Device Issue
"What about some promo for your good old premium customers ? Damn, seriously thinking to unsubscribe to save money somewhere else","Hey! Right now, this offer’s for new subscribers only. We’d recommend checking out our new Spotify Yearly discount - 12 months for the price of 10: /PB",Premium / Billing / Subscription
"I updated the Android app while in (spotify) offline mode. After the update I got logged out, now I can't log back in because the app is still in offline mode...","Hey, help's here! Can you send us a screenshot of what you're seeing on your end? We'll take a look /JS",App / Device Issue
how can I get a premium account discount for a high school student?,Hey! We've just sent you a DM 🙂 /RV,Premium / Billing / Subscription
"And to be fair, I really care about children hearing this ad, especially during the Christmas season. You promote your classic Christmas playlist, and it is family oriented. Offending me personally is not relevant.","We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. Anything else, give us a shout /PX",General / Other Support
